subject_id,src,x,y,planet
14087,img/planet1.png,806,77,1
14087,img/planet2.png,915,76,2
14087,img/planet3.png,1009,194,3
14087,img/planet4.png,1007,321,4
14087,img/planet5.png,890,207,5
14087,img/planet6.png,1026,72,6
14087,img/planet7.png,1140,69,7
14087,img/planet8.png,1139,312,8
14087,img/planet9.png,1140,187,9
14087,img/planet10.png,879,328,10
14087,img/planet11.png,1269,319,11
14087,img/planet12.png,1272,63,12
14087,img/planet13.png,768,318,13
14087,img/planet14.png,754,212,14
14087,img/planet15.png,1264,184,15
