subject_id,src,x,y,planet
14401,img/planet1.png,259,186,1
14401,img/planet2.png,500,129,2
14401,img/planet3.png,654,297,3
14401,img/planet4.png,385,276,4
14401,img/planet5.png,452,200,5
14401,img/planet6.png,299,282,6
14401,img/planet7.png,535,424,7
14401,img/planet8.png,373,356,8
14401,img/planet9.png,463,362,9
14401,img/planet10.png,555,346,10
14401,img/planet11.png,339,208,11
14401,img/planet12.png,529,205,12
14401,img/planet13.png,233,252,13
14401,img/planet14.png,484,279,14
14401,img/planet15.png,620,213,15
